date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount
2016-06-01,11426151.5846,11426151.5846,42221,1137489018.63,14.11,22471300.0,32147.96875,31.2007542113,17480,14.1110735538,0.00042,4.20004078243e+13,35796,9433742,6039
2016-06-02,7617576.9446,7617576.9446,39666,1127980570.99,13.99,10477200.0,32182.1875,25.8601070977,17324,14.0031521982,0.00042,4.29030447593e+13,35620,8824056,6072
2016-06-03,8626164.32528,8626164.32528,39834,1108164113.9,13.74,22981500.0,32272.1875,25.2400897144,16847,13.7628542738,0.00042,4.49920499964e+13,35939,8613025,6029
2016-06-04,6505487.39979,6505487.39979,37875,1118587062.47,13.86,15792400.0,32141.5625,24.3835327478,16495,9.80662978621,0.00042,4.49994281896e+13,33089,8476495,6016
2016-06-05,6299166.9956,6299166.9956,37896,1110521245.12,13.76,11088400.0,31583.125,23.8388060764,16429,13.7666658195,0.00042,4.48809714249e+13,34155,8324794,5963
2016-06-06,7492847.55902,7492847.55902,38957,1131081424.12,14.0,8720400.0,32371.875,25.8661862688,17409,14.0051283745,0.00042,4.52780574718e+13,34806,8707773,6108
2016-06-07,14713118.2794,14713118.2794,46141,1127311035.91,13.95,21421600.0,31945.9375,67.4821121368,17192,7.1589869685,0.000435630215181,4.62074505969e+13,35447,10138535,5990
2016-06-08,31472133.2936,31472133.2936,40433,1172685134.96,14.51,16941800.0,32302.96875,28.4308121929,17780,14.5039058,0.00042,4.58506201552e+13,35082,8752444,6091
2016-06-09,6715861.12979,6715861.12979,39854,1166756854.93,14.43,8256830.0,32225.9375,28.8947670119,17198,14.4342732878,0.00042,4.81578178662e+13,35020,8994870,6092
2016-06-10,13101951.4866,13101951.4866,40145,1163158736.15,14.38,11312900.0,31164.21875,28.8965116069,17681,13.5959165514,0.00042,4.68621573716e+13,34719,8483071,5902
2016-06-11,7362913.53395,7362913.53395,36901,1125832481.92,13.91,12176500.0,32371.71875,27.2246302396,14568,13.9515691536,0.00042,4.68171855108e+13,31912,8446642,6114
2016-06-12,16883336.9226,16883336.9226,42581,1149092223.66,14.19,38210300.0,32220.625,29.1641009981,18480,10.9275900129,0.00042,4.73678074533e+13,37682,8870414,6065
2016-06-13,19039591.9725,19039591.9725,46185,1277442598.45,15.77,38023400.0,32224.21875,36.9064528155,21158,15.774390368,0.00042,4.91461953192e+13,38930,9729976,6084
2016-06-14,25601444.9905,25601444.9905,50335,1427080240.89,17.61,64412200.0,32145.46875,38.4692114358,21345,16.408007999,0.00042,4.96402689149e+13,41080,10340271,6035
2016-06-15,17545839.5748,17545839.5748,43251,1533132603.94,18.91,19393400.0,31867.03125,30.4563759146,19197,18.9082383444,0.00042,4.97337938971e+13,37579,9148254,6007
2016-06-16,28596065.1493,28596065.1493,43392,1488676282.76,18.36,38531000.0,31877.65625,40.8152922506,17846,18.4168930752,0.00042,4.96849258966e+13,36586,9647504,6015
2016-06-17,167154250.229,167154250.229,66558,1674800744.49,20.65,199408000.0,33412.65625,229.306004249,26406,6.21632249026,0.000486100011075,4.83745887823e+13,48533,12504619,5849
2016-06-18,80204821.3346,80204821.3346,63083,1248254815.75,15.38,133937000.0,34390.9375,271.194911214,24515,9.4619871674,0.000494811546201,4.56847369119e+13,45277,12036307,5889
2016-06-19,20705747.3483,20705747.3483,51035,907193674.455,11.17,69783600.0,33195.46875,54.1274846775,21471,8.9072443988,0.00042,4.9439350924e+13,41929,10105052,6222
2016-06-20,32779942.7807,32779942.7807,47118,994100891.23,12.24,58143600.0,31714.84375,51.7672177062,20550,8.67660605579,0.0004216,5.11707556638e+13,37644,10165620,5949
2016-06-21,113429210.99,113429210.99,47323,960169865.721,11.82,69245600.0,31988.4375,82.8444351301,20630,11.817023133,0.000458,4.99986347634e+13,38108,9769499,5999
2016-06-22,32438975.748,32438975.748,48615,1072566968.34,13.2,96994096.0,32670.625,51.4450641653,22426,13.2,0.00042,5.10039761419e+13,40323,9910234,6139
2016-06-23,24205997.6447,24205997.6447,41908,1074716097.32,13.22,30806400.0,31848.125,31.9782696885,19008,13.2272844621,0.00042,5.34566477882e+13,36233,9084668,6003
2016-06-24,18660139.5138,18660139.5138,45331,1113023931.0,13.68,33332900.0,32171.875,39.4267481733,19561,7.0235902512,0.00042,5.279188107e+13,37526,9895140,6042
2016-06-25,19874275.0855,19874275.0855,36684,1163995674.98,14.3,15383100.0,31685.9375,28.3016482214,17644,14.304598445,0.00042,5.34456341971e+13,32661,8484422,5998
2016-06-26,9140222.91874,9140222.91874,41613,1160973050.57,14.26,14747600.0,32314.6875,27.4679857904,21208,8.1410171732,0.00042,5.38924953897e+13,37001,8791244,6052
2016-06-27,9318601.21693,9318601.21693,39663,1125079982.02,13.81,10994700.0,32094.84375,27.658056518,18469,13.8083846443,0.00042,5.53063088151e+13,35203,8531010,6052
2016-06-28,22762515.5117,22762515.5117,43089,1134574568.53,13.93,43436600.0,32161.40625,32.1001779297,20243,13.9390416671,0.00042,5.58333524045e+13,38095,8994023,6067
2016-06-29,16438654.9609,16438654.9609,49897,992066493.561,12.17,26982800.0,31870.0,56.8564521144,19017,3.9387942128,0.000441563972682,5.49382857775e+13,36318,10736105,5991
2016-06-30,11042333.6439,11042333.6439,63952,1027547764.38,12.6,15801300.0,31982.96875,87.8874111626,19129,1.26047674917,0.000580322704857,5.49988115596e+13,35860,14166963,5985
2016-07-01,10823704.4283,10823704.4283,40085,1014741394.39,12.44,17236500.0,32621.40625,45.4540962086,18577,12.4382174724,0.00042,5.52501989684e+13,35374,8454424,6127
2016-07-02,5696471.01162,5696471.01162,39257,997095284.29,12.22,8987070.0,31916.5625,24.3756055503,19153,12.2251961919,0.00042,5.66119504398e+13,35374,8298501,6003
2016-07-03,6352361.13911,6352361.13911,39757,989471821.7,12.12,10588700.0,32039.6875,30.7268765864,18783,12.12,0.00042,5.77486548133e+13,35148,8485016,6045
2016-07-04,13851363.9828,13851363.9828,39950,955626224.673,11.7,12943500.0,32137.1875,26.7728809561,19745,11.6952743765,0.00042,5.74340777691e+13,35005,8583554,6067
2016-07-05,121191927.581,121191927.581,39270,936427469.632,11.46,45526900.0,31581.5625,30.1588816601,19619,11.4650759012,0.00042,5.84221321751e+13,34387,8747132,5949
2016-07-06,11261212.0278,11261212.0278,37900,864657754.283,10.58,18137300.0,32354.84375,29.6920773155,18933,10.5912351551,0.00042,5.70543564835e+13,33867,8576025,6088
2016-07-07,14193243.6221,14193243.6221,40433,861764571.139,10.54,15407200.0,31895.9375,26.6133004483,19140,10.54492757,0.00042,5.77014385555e+13,36207,8535650,6036
2016-07-08,10895624.8367,10895624.8367,42506,828131324.629,10.12,20039800.0,31949.53125,39.3474835453,19847,7.94375289427,0.00042,5.78632927979e+13,36240,9477518,5996
2016-07-09,6795039.21264,6795039.21264,40410,934125302.374,11.42,17254800.0,32798.125,49.1146846651,19189,11.2882132,0.00042,5.63973822028e+13,34727,8678983,6126
2016-07-10,7351470.58462,7351470.58462,39358,897020302.181,10.96,5479240.0,31965.46875,27.646053878,19176,10.96,0.00042,5.84641063494e+13,35241,8506917,6046
2016-07-11,13544110.0194,13544110.0194,38582,895843794.642,10.94,13098000.0,31985.3125,28.5486932576,18951,10.9495159291,0.00042,5.92613274518e+13,34609,8565060,6029
2016-07-12,9066435.69613,9066435.69613,40811,855815600.917,10.45,11127700.0,31757.34375,32.6386390419,19669,9.9273955,0.00042,5.97365774705e+13,35649,9409583,6006
2016-07-13,9927120.69292,9927120.69292,35740,861427346.4,10.51,6715660.0,32157.96875,24.749750158,17211,10.5317466614,0.00042,5.98510402404e+13,31752,8257125,6086
2016-07-14,11157572.5309,11157572.5309,42809,869341407.315,10.6,23621900.0,31815.15625,32.4096418807,19792,6.40374798877,0.00042,5.98350503305e+13,37300,9217881,6001
2016-07-15,49665134.2958,49665134.2958,41110,943384486.862,11.5,26838900.0,31884.6875,29.146970369,19467,11.5,0.00042,5.87124751177e+13,35906,8727439,5988
2016-07-16,9396276.23024,9396276.23024,38062,978326027.413,11.92,10445700.0,32166.09375,23.880860192,18613,7.1676165708,0.00042,5.85913184392e+13,33455,8206164,6081
2016-07-17,9085925.09895,9085925.09895,33914,953732818.952,11.62,17921600.0,31781.71875,19.6470124335,16016,11.6488514812,0.00042,5.96112311316e+13,30714,7619381,6029
2016-07-18,32688364.6591,32688364.6591,39198,917634282.411,11.17,15931900.0,32498.125,25.6532652757,17855,11.1710178198,0.00042,5.97735424632e+13,33786,8537048,6109
2016-07-19,108020730.856,108020730.856,44184,907694573.959,11.05,21730000.0,31773.90625,29.2178985719,25050,11.4142239673,0.00042,6.03929563991e+13,39454,8966339,5970
2016-07-20,335446489.674,335446489.674,50631,952542185.716,11.59,60226100.0,31911.09375,75.5856876749,22501,2.59749188207,0.000453682366158,5.89291137744e+13,38991,10214788,5946
2016-07-21,47096719.2276,47096719.2276,44882,1024460303.67,12.46,24636900.0,32787.5,34.2105207171,21053,9.80747741904,0.00042,5.97626320027e+13,36525,9367530,6154
2016-07-22,45889703.2253,45889703.2253,48458,1041382888.74,12.66,74779504.0,31690.625,37.4178476059,23021,12.6546828,0.00042,5.9595509484e+13,40667,9774860,5957
2016-07-23,46476036.335,46476036.335,45006,1207014248.83,14.67,32489700.0,32391.25,33.0563051968,20893,13.7970087102,0.00042,6.07965290612e+13,33977,9116447,6093
2016-07-24,241616448.695,241616448.695,58215,1177000518.25,14.3,77750800.0,31480.0,37.34635349,26649,14.490196864,0.0004216,6.09119532452e+13,43399,10668193,5937
2016-07-25,161980594.537,161980594.537,54856,1048753162.1,12.74,36673800.0,31991.5625,39.4303377071,23721,12.8002310926,0.00042,5.80412216532e+13,41015,10476097,6030
2016-07-26,367451282.492,367451282.492,61930,1138357448.03,13.82,94428800.0,30770.0,45.4888850849,29191,14.0513320126,0.00042,5.74847521931e+13,45406,11304977,5809
2016-07-27,204740896.415,204740896.415,53035,993214074.815,12.05,58278800.0,32945.3125,38.2401256064,27087,11.971433988,0.000433123247172,5.1386968381e+13,36378,10532631,6175
2016-07-28,158799908.351,158799908.351,48555,1070358204.58,12.98,24603900.0,32354.21875,63.9512623846,23696,12.9914744221,0.0004491,5.56873649325e+13,35649,9788697,6081
2016-07-29,91052791.905,91052791.905,47243,1059307441.98,12.84,14082300.0,31939.375,45.6820482747,21508,11.0824950238,0.00042,5.51458247129e+13,32724,9554562,5979
2016-07-30,66653176.1649,66653176.1649,42011,1056117582.28,12.8,9047810.0,31641.71875,29.9904692087,20209,11.62110592,0.00042,5.46791074354e+13,31194,8733580,5981
2016-07-31,58325872.4032,58325872.4032,48749,1026378463.1,12.44,25441400.0,32219.53125,30.3715109,21058,12.4352419488,0.00042,5.44825433668e+13,36190,9557967,6029
2016-08-01,98003978.0481,98003978.0481,45978,981858057.425,11.89,23999500.0,31594.375,30.4418022721,21247,11.89,0.00042,5.44424846512e+13,31582,9303412,5961
2016-08-02,184570696.966,184570696.966,49041,904165522.73,10.95,88803296.0,31355.15625,33.9640038066,19844,11.1261021705,0.00042,5.07969041836e+13,32129,9945531,5894
2016-08-03,115753559.142,115753559.142,49475,734027053.971,8.88,53979400.0,31703.90625,33.0260360954,22255,3.6532113096,0.000441862303512,4.86329168869e+13,35693,9965317,5984
2016-08-04,54019524.9781,54019524.9781,46761,852464358.863,10.31,38151400.0,32856.5625,32.4119004697,21442,10.3266131171,0.00042,5.10899123131e+13,32989,10010245,6192
2016-08-05,64673156.2712,64673156.2712,43212,910910815.526,11.02,15487900.0,32232.03125,29.404612597,20389,11.0204876708,0.00042,5.33050741657e+13,31476,9261665,6065
2016-08-06,27946389.6319,27946389.6319,41487,903461069.206,10.92,16712600.0,31586.09375,26.0545090408,19233,10.9230888389,0.00042,5.30044848653e+13,29925,8759063,5978
2016-08-07,34517851.8044,34517851.8044,42955,898888368.599,10.86,16551000.0,32294.84375,27.6960324326,19758,10.854506729,0.00042,5.3577776788e+13,30860,8952576,6077
2016-08-08,32111821.3567,32111821.3567,42984,902876091.587,10.91,14956700.0,32175.9375,53.896575426,19723,10.9096610896,0.00042,5.48101964429e+13,30269,9111556,6059
2016-08-09,62882051.3417,62882051.3417,47057,933746279.141,11.27,36656600.0,32666.40625,31.4768203967,21993,11.2652859354,0.00042,5.67547413988e+13,32729,9757894,6130
2016-08-10,85341966.7971,85341966.7971,46290,1013589274.23,12.23,28096300.0,32162.96875,33.4222422815,20364,10.9819757758,0.00042,5.88596673115e+13,31132,9727492,6054
2016-08-11,71334397.7818,71334397.7818,48171,1006333026.03,12.14,17505000.0,32196.09375,32.0867216427,21934,9.7319807404,0.00042,6.01194896594e+13,33485,9833228,6068
2016-08-12,41713839.9514,41713839.9514,44400,969208462.657,11.69,13690100.0,32112.03125,30.1998667709,19483,6.95224797436,0.0004216,6.00313782694e+13,30177,9375881,6014
2016-08-13,42667977.4534,42667977.4534,41088,976451393.191,11.77,7539490.0,31998.90625,25.0778138471,19017,7.5858202013,0.00042,5.96744707402e+13,28748,8631433,6032
2016-08-14,26141303.7207,26141303.7207,40577,961363157.673,11.58,8680160.0,31965.15625,24.1981188808,19171,11.5781470842,0.00042,5.98994078467e+13,29400,8484208,6034
2016-08-15,25505524.8679,25505524.8679,42302,929646905.241,11.2,7500840.0,32332.65625,27.1551555564,19570,9.598227408,0.00042,5.95138615694e+13,30374,8932508,6090
2016-08-16,15347731.0682,15347731.0682,48949,932604861.225,11.23,7051510.0,32037.1875,31.1642849287,20536,4.639887781,0.0004216,6.15673141286e+13,32440,9816222,6054
2016-08-17,31153302.8006,31153302.8006,44867,924921694.259,11.13,8833760.0,31994.53125,28.7017390128,19659,5.606194356,0.00042,6.14628881199e+13,30761,9207484,6009
2016-08-18,22025476.9581,22025476.9581,47799,893139291.752,10.75,6935800.0,32789.0625,36.0614908017,19252,5.2153118073,0.000437041290882,6.11101732253e+13,31181,10144520,6100
2016-08-19,16084901.4602,16084901.4602,42948,893697474.0,10.75,5390850.0,31841.40625,29.8323587496,19623,6.83031996628,0.00042,6.24591052808e+13,30475,8966549,6014
2016-08-20,28173817.5186,28173817.5186,41318,893945067.644,10.75,7443540.0,32228.125,26.6076953257,19381,7.8542111175,0.00042,6.34471885285e+13,29019,8795565,6055
2016-08-21,75489872.5329,75489872.5329,42543,936041318.09,11.25,4355660.0,32699.84375,29.0174424724,19698,8.03571428571,0.0004216,6.31029274611e+13,29951,9002869,6084
2016-08-22,37021185.2663,37021185.2663,44250,931552654.13,11.19,6588920.0,32289.6875,29.9094560932,19707,6.89613676765,0.0004216,6.44458679076e+13,31222,9272873,6078
2016-08-23,91910391.7037,91910391.7037,48430,927723983.75,11.14,6489380.0,32187.03125,72.1185708616,21172,5.5818664951,0.000469444761586,6.57581031125e+13,31749,12168935,6015
2016-08-24,18000816.7814,18000816.7814,46821,917703451.495,11.02,4423420.0,32273.4375,30.0032587804,19582,4.7634296028,0.00042,6.54927301974e+13,31320,9623992,6053
2016-08-25,13728754.4,13728754.4,49868,919013473.301,11.03,8552380.0,32135.625,32.4829039281,21111,3.87342974051,0.00042,6.73379629997e+13,33053,10135782,6094
2016-08-26,38355787.796,38355787.796,47292,945868748.681,11.35,5857850.0,31871.40625,31.5759359478,19678,4.4120362052,0.00042,7.00346726639e+13,30707,9668886,6006
2016-08-27,13068408.008,13068408.008,47938,941464134.829,11.29,15108400.0,32306.40625,28.5799392376,19501,4.68210713463,0.00042,6.90198202787e+13,32378,9639064,6076
2016-08-28,12006959.7789,12006959.7789,42607,930237706.967,11.15,5303040.0,32024.21875,25.7272567154,19829,10.0073249725,0.00042,6.87978298021e+13,30179,8754814,6035
2016-08-29,17607529.3152,17607529.3152,45510,911771427.88,10.92,8130540.0,31930.15625,29.4068966774,20791,3.756935364,0.000429350948534,6.81478822834e+13,30189,9454683,6014
2016-08-30,11298982.5901,11298982.5901,46979,917558880.443,10.99,7221260.0,31871.09375,32.2463765944,19916,4.6171974884,0.00042,6.8219697735e+13,31241,9737068,6026
2016-08-31,15921783.6385,15921783.6385,45846,939077554.204,11.24,11073700.0,32138.28125,29.9976642563,21450,7.801413116,0.00042,6.90587256547e+13,32419,9340080,6073
2016-09-01,30292602.7303,30292602.7303,47491,975571796.412,11.67,24051500.0,31744.6875,31.7436559422,21667,11.6401248,0.0004216,7.05958570207e+13,33011,9479833,5989
2016-09-02,29065564.8364,29065564.8364,55413,1000041147.91,11.96,9368300.0,32384.0625,45.2298779712,21087,2.51385585493,0.000458,7.01301515696e+13,31356,11261873,6088
2016-09-03,21571252.8005,21571252.8005,44792,1012602288.08,12.11,13358800.0,31495.9375,27.1807498054,19983,8.64353688865,0.00042,6.85101001075e+13,31261,9001550,5949
2016-09-04,23398460.5297,23398460.5297,48128,982974545.569,11.75,7220550.0,31859.6875,49.336067762,19903,5.52040464845,0.000485819640348,6.58714100228e+13,30705,10354564,6023
2016-09-05,11993013.4769,11993013.4769,42667,977252761.966,11.68,5724100.0,32194.0625,28.6288674638,19959,10.6097298304,0.00042,6.76613613672e+13,30679,9186148,6076
2016-09-06,16198268.8274,16198268.8274,49102,981983861.569,11.73,6346330.0,31681.40625,33.3802667258,20369,4.30045829345,0.00042,6.81580198295e+13,32397,10321878,5993
2016-09-07,13497186.1568,13497186.1568,48701,978909650.873,11.69,6115050.0,32267.8125,34.199424352,19322,2.28565710859,0.000458,6.86049089257e+13,29902,10353167,6118
2016-09-08,23302973.0828,23302973.0828,55970,967380898.388,11.55,11535000.0,31908.59375,41.2065397787,22083,2.64860637277,0.000458,6.84870106681e+13,34529,11428668,6016
2016-09-09,9450969.76624,9450969.76624,53918,956597284.021,11.41,6109200.0,32216.875,41.8968790074,20205,2.52356086627,0.000447893435045,6.82679618064e+13,32734,11257470,6074
2016-09-10,9079779.15698,9079779.15698,42875,977573414.122,11.66,7220300.0,31830.625,27.4070633415,19825,8.3430513496,0.00042,6.97293388322e+13,30179,9048428,5999
2016-09-11,13623204.6977,13623204.6977,43345,1024065870.86,12.21,8791180.0,32352.96875,28.5480457112,20444,12.2053493331,0.00042,7.1177645474e+13,31019,8897383,6093
2016-09-12,14137423.8072,14137423.8072,45123,977072574.298,11.64,7478080.0,32237.03125,35.0299990119,20885,7.3048789488,0.00042596,7.12253983561e+13,31208,9609842,6063
2016-09-13,15061356.0113,15061356.0113,42591,998017806.649,11.89,11704300.0,31904.84375,30.3921718439,20413,11.8595616,0.00042,7.16541321819e+13,30098,8987933,6003
2016-09-14,12066099.1352,12066099.1352,53859,999621270.252,11.9,5694820.0,32528.75,36.2993589651,20041,2.79042066222,0.00044846,7.25461077677e+13,33335,10705547,6091
2016-09-15,9928972.86085,9928972.86085,52622,1002844845.0,11.94,7309090.0,32182.8125,36.226955151,20832,2.53449101422,0.00045084,7.31161641843e+13,32715,10514943,6031
2016-09-16,57502457.0841,57502457.0841,57532,1004826148.45,11.96,17421500.0,32239.0625,46.9320136472,21105,2.78310223443,0.00044846,7.26453564753e+13,34874,12250730,6065
2016-09-17,13911527.2827,13911527.2827,46882,1055875816.57,12.56,7446610.0,32155.0,35.2813181503,20922,6.5057762364,0.00042,7.54207152138e+13,31462,9596799,6044
2016-09-18,22120904.5937,22120904.5937,37893,1067330904.89,12.69,22433300.0,29573.90625,29.6452623983,19346,9.97521657444,0.000420000000042,7.22241040558e+13,26544,8019989,5598
2016-09-19,14988625.5438,14988625.5438,40505,1046617855.88,12.44,13838800.0,34276.875,27.6173777105,20829,12.4706628584,0.0004216,6.29005714668e+13,29807,8594458,6409
2016-09-20,80402857.7723,80402857.7723,54067,1111937587.93,13.21,31929100.0,32492.5,32.8255675989,24174,13.21,0.00042,7.47576882629e+13,36910,10418345,6167
2016-09-21,86924835.6557,86924835.6557,44549,1214934638.04,14.43,28645000.0,32083.75,30.1721860638,20488,14.4477749686,0.00042,7.79291170214e+13,28993,9689096,6062
2016-09-22,41879118.3689,41879118.3689,52657,1150453381.57,13.66,27382800.0,31605.625,63.1461319383,17295,2.15255067285,0.000470055421689,7.1323356955e+13,28140,10781200,5746
2016-09-23,39478021.2532,39478021.2532,35219,1113317412.29,13.21,9166430.0,34276.875,49.0309313726,17913,13.2678324387,0.000780453039387,7.26697847308e+13,24262,7970487,6226
2016-09-24,25973712.333,25973712.333,43418,1122738478.24,13.32,9824880.0,33324.21875,71.029474726,18317,13.3254449012,0.000737952071052,7.42109602012e+13,26889,8968793,5877
2016-09-25,56544615.6371,56544615.6371,38713,1083815645.5,12.85,5283440.0,34394.21875,67.1402010936,17660,12.9949067515,0.000940792635762,7.54679539698e+13,25850,8689564,6267
2016-09-26,18648589.3818,18648589.3818,43514,1111421548.48,13.17,7213070.0,32127.65625,115.639205561,17634,13.1620684992,0.000998929166865,7.54432493964e+13,29616,9025683,5843
2016-09-27,23301071.1577,23301071.1577,46817,1085310848.2,12.86,6831070.0,35287.5,98.5407520975,17158,12.8619525889,0.0008739,7.15218622682e+13,27067,10053009,6053
2016-09-28,56458566.4102,56458566.4102,42797,1107378523.85,13.11,10239000.0,32403.4375,68.1326911274,18570,13.1234104532,0.000672,8.13785947833e+13,27004,9533425,6106
2016-09-29,41362547.8741,41362547.8741,40416,1122053356.62,13.28,5990630.0,32313.4375,41.279258006,17896,13.4527108488,0.00063,8.37110447104e+13,25872,8830770,6126
2016-09-30,18939702.6947,18939702.6947,35836,1105682861.95,13.08,5950840.0,31623.28125,40.2590267936,17201,13.2172534987,0.00063,8.33234399506e+13,24171,8631096,6008
2016-10-01,15717049.8505,15717049.8505,53076,1116105159.64,13.2,6331160.0,34478.59375,91.389499898,19365,5.31795772212,0.000787759670394,7.63043630767e+13,28944,10461761,5780
2016-10-02,40756771.4403,40756771.4403,51105,1114631716.34,13.18,4079660.0,35749.53125,87.475216666,20006,13.1786866409,0.000747544281798,7.60052346488e+13,29110,10235461,6068
2016-10-03,11365377.7441,11365377.7441,47672,1116987194.5,13.2,7458320.0,33282.65625,65.9275326369,18292,13.2,0.000680010108904,8.15607855417e+13,27805,10662699,6204
2016-10-04,13477534.1865,13477534.1865,56662,1138112938.6,13.45,8348280.0,32054.53125,85.3677929496,15588,1.345e-17,0.00086745854202,8.65136873516e+13,20550,13317747,6077
2016-10-05,17508351.71,17508351.71,41719,1124050770.55,13.28,9881370.0,33081.5625,64.1657444881,16326,10.0637206512,0.000510956032506,8.08002288918e+13,22533,10483362,5817
2016-10-06,16595117.5403,16595117.5403,36826,1104050576.0,13.03,12044800.0,32822.5,50.2581089005,16705,6.6093894684,0.000507258754703,8.38213984436e+13,21155,11538755,5953
2016-10-07,15880533.7998,15880533.7998,43708,1088654915.84,12.85,8933050.0,36571.25,53.5697702514,19028,12.8543380233,0.000477678365094,6.99078773006e+13,25756,24249973,5887
2016-10-08,18460428.0863,18460428.0863,37690,1074029500.72,12.67,11611200.0,36094.6875,56.3805619035,18761,12.6703438259,0.000478784362602,7.62110652997e+13,24819,33661785,6200
2016-10-09,53715078.022,53715078.022,43940,1036686064.9,12.22,7208480.0,33425.625,60.0235700606,19073,12.3335290801,0.000525,8.49506539193e+13,28667,34374267,6049
2016-10-10,55970644.4453,55970644.4453,44940,1022806851.51,12.06,10809200.0,33130.9375,54.6366896803,20222,12.0863578899,0.000504,8.64267376114e+13,29186,76872693,6041
2016-10-11,46428939.0734,46428939.0734,41053,997763446.087,11.76,11727700.0,32479.53125,39.1986546124,17385,11.7735232944,0.000507565022244,8.96860384683e+13,25250,16712801,6050
2016-10-12,56721123.1129,56721123.1129,30002,1000508396.84,11.78,9694640.0,33092.65625,44.1864631391,11625,9.70450248568,0.000526187045957,8.41564276373e+13,15391,7374951,5910
2016-10-13,17503240.293,17503240.293,32244,1011921565.63,11.91,8665190.0,34826.25,112.658501136,9197,1.1613043206,0.002519,8.2197610287e+13,11977,7985653,6114
2016-10-14,56691849.5741,56691849.5741,42006,1018704317.44,11.99,4333510.0,32913.75,75.246620265,15841,11.9740573491,0.0011679,9.19911598688e+13,22115,8512641,6079
2016-10-15,17794462.0897,17794462.0897,33662,1015281709.24,11.94,4991840.0,32207.1875,69.0827230001,12334,12.3430117155,0.00177276,9.54544938639e+13,15488,7451235,6027
2016-10-16,30777103.741,30777103.741,34990,1018924872.79,11.98,3617280.0,32930.3125,66.9971004116,14400,12.1154334208,0.001302,9.5167930109e+13,21290,7853282,6055
2016-10-17,37085258.9853,37085258.9853,38136,1017050859.14,11.96,5724440.0,32374.0625,71.5395033683,16766,11.995775989,0.00123226515542,9.21574157194e+13,24543,8204600,5959
2016-10-18,57886384.4252,57886384.4252,51898,1021155908.82,12.0,18864200.0,33324.0625,96.8632747236,20527,7.15409414534,0.00109376490233,9.29315730042e+13,29198,10687632,6119
2016-10-19,10640163.5814,10640163.5814,38497,1072139578.22,12.59,10576200.0,33142.1875,92.7641216228,14106,12.4499636962,0.00063982,9.23579872248e+13,18693,9458684,5774
2016-10-20,11868763.2044,11868763.2044,43438,1026263877.66,12.05,8170760.0,34536.5625,54.9449656219,20554,12.0647182451,0.000525,9.28245181563e+13,27006,9229993,6298
2016-10-21,11162192.4824,11162192.4824,57780,1033161486.43,12.13,5676920.0,32126.875,41.964566913,22989,3.26631868058,0.000525,1.02155718327e+14,41169,10513884,6097
2016-10-22,8543321.8741,8543321.8741,37772,1038327142.73,12.18,7583820.0,31702.65625,27.6596726004,18588,12.207479893,0.000525,1.03793607749e+14,24557,8196915,6041
2016-10-23,6973462.56981,6973462.56981,35364,1033972915.93,12.13,5774660.0,31331.875,26.3630368418,17438,12.1410841044,0.000501802739954,1.02340545721e+14,23330,7740363,5993
2016-10-24,10502341.2661,10502341.2661,52547,1026942587.44,12.04,5739690.0,32061.875,48.590630046,18483,4.1819508444,0.000525,1.01691239939e+14,28456,10865173,6065
2016-10-25,17985861.3947,17985861.3947,47610,1021795017.68,11.97,19316000.0,31664.53125,43.1961562985,18400,8.427736168,0.000525,1.04668841927e+14,26614,10098592,6028
2016-10-26,14289100.8052,14289100.8052,45158,971622139.792,11.38,10221800.0,31956.875,35.2891849827,18398,11.377260265,0.000525,1.04783609728e+14,27117,9446608,6096
2016-10-27,14501883.7328,14501883.7328,44353,984595601.237,11.53,13255400.0,31445.0,33.3442909451,18312,11.53,0.000525,1.04658825475e+14,27165,9135251,6018
2016-10-28,21256291.3943,21256291.3943,41522,979420578.849,11.47,13971500.0,31079.0625,35.8920813422,18205,11.4835101597,0.000525,1.01735271148e+14,26683,8749443,5943
2016-10-29,27751984.4766,27751984.4766,40011,948992305.517,11.1,27070400.0,29625.78125,31.1224817689,16900,11.1159698822,0.000525,8.50363145892e+13,25252,8283248,5668
2016-10-30,33963690.5227,33963690.5227,39435,891874574.707,10.43,16694900.0,31964.21875,30.5914776705,15097,10.4322442231,0.000483,7.63698984492e+13,25063,8618527,6059
2016-10-31,16860614.3386,16860614.3386,45031,960244900.429,11.23,13393900.0,32021.25,33.4148255304,19725,11.2366546311,0.000525,8.16643276229e+13,30429,9355549,6092
2016-11-01,53735964.4874,53735964.4874,49025,937306368.267,10.96,22901300.0,30498.4375,41.1926858898,20014,5.8354264432,0.000525,7.33508297716e+13,29133,9859515,5839
2016-11-02,87183664.1339,87183664.1339,43519,921949065.832,10.77,11691700.0,31142.03125,29.1975357372,20912,6.89146821171,0.000477125101131,6.47190684914e+13,29033,8908198,5952
2016-11-03,208224178.43,208224178.43,42346,924716659.0,10.8,15228600.0,31215.9375,29.7031402679,19178,10.8,0.000481005,6.15147306997e+13,26616,8749809,5950
2016-11-04,19408137.3169,19408137.3169,32572,926736448.936,10.82,9958040.0,30923.59375,21.7013637406,13169,10.8779937275,0.0004581,5.71595035146e+13,21561,7451728,5904
